Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Drib_Tkl,Drib_Att,Drib_Tkl%,Drib_Past,Press,Press_Succ,Press_%,Press_Def 3rd,Press_Mid 3rd,Press_Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
265,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,23,1996,16.6,3.07,1.99,0.78,1.87,0.42,0.54,3.19,17.0,2.65,25.3,8.07,31.9,8.49,12.7,4.10,1.81,0.36,0.00,1.45,0.84,3.92,1.20,0.06,Matches
266,Jürgen Locadia\Jurgen-Locadia,nl NED,MFFW,Brighton,25,1993,1.0,1.00,1.00,0.00,1.00,0.00,0.00,0.00,,0.00,12.0,6.00,50.0,0.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Matches
267,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,23,1996,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.0,0.43,9.13,4.35,47.6,3.48,1.74,3.91,1.30,0.43,0.00,0.87,0.00,0.00,1.30,0.00,Matches
268,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,28,1990,6.3,1.59,1.27,1.27,0.32,0.00,0.48,1.27,37.5,0.79,8.41,2.70,32.1,5.40,2.70,0.32,2.38,1.43,0.00,0.95,0.16,1.75,6.19,0.00,Matches
269,Shane Long\Shane-Long,ie IRL,FW,Southampton,32,1987,15.5,1.23,0.97,0.32,0.65,0.26,0.32,1.42,22.7,1.10,20.5,6.39,31.2,2.00,7.81,10.6,1.16,0.26,0.00,0.90,0.13,1.35,0.77,0.06,Matches
270,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,19,2000,6.4,0.94,0.47,0.47,0.47,0.00,0.16,1.72,9.1,1.56,29.5,5.31,18.0,11.6,15.9,2.03,0.47,0.16,0.16,0.31,0.94,1.88,0.31,0.00,Matches
271,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,21,1997,15.3,2.81,1.37,1.24,1.31,0.26,1.31,3.53,37.0,2.22,33.5,7.32,21.8,13.7,16.1,3.79,2.03,0.20,0.00,1.83,1.24,4.05,1.96,0.13,Matches
272,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,30,1989,8.6,1.86,1.05,1.40,0.47,0.00,0.81,1.51,53.8,0.70,9.30,2.56,27.5,6.51,2.56,0.23,1.51,0.70,0.00,0.81,0.93,2.79,9.42,0.12,Matches
273,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,30,1989,17.0,2.59,1.41,1.18,1.24,0.18,1.41,2.53,55.8,1.12,11.9,3.53,29.7,5.82,4.35,1.71,2.47,0.53,0.06,1.94,0.94,3.53,4.65,0.06,Matches
274,David Luiz\David-Luiz,br BRA,DF,Arsenal,32,1987,31.2,1.06,0.64,0.71,0.32,0.03,0.32,0.83,38.5,0.51,6.12,2.12,34.6,4.58,1.38,0.16,2.02,1.28,0.00,0.74,0.61,1.67,5.87,0.10,Matches
275,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,21,1998,29.0,1.79,1.14,1.17,0.48,0.14,0.66,2.28,28.8,1.62,20.4,5.34,26.2,9.07,9.07,2.28,2.21,0.62,0.03,1.59,0.72,2.52,1.52,0.07,Matches
276,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,25,1994,27.3,1.83,1.21,0.81,0.66,0.37,0.70,2.49,27.9,1.79,22.1,6.30,28.5,6.34,11.1,4.65,1.06,0.15,0.00,0.92,0.66,2.49,1.87,0.00,Matches
277,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,20,1998,3.9,2.31,1.03,1.03,0.77,0.51,1.03,2.31,44.4,1.28,26.9,6.41,23.8,6.92,13.1,6.92,3.59,0.26,0.00,3.33,0.51,2.82,0.26,0.00,Matches
278,James Maddison\James-Maddison,eng ENG,MF,Leicester City,22,1996,29.2,1.92,1.34,0.65,0.82,0.45,0.75,2.36,31.9,1.61,21.5,6.78,31.5,5.55,11.6,4.38,0.72,0.03,0.00,0.68,0.41,2.33,0.27,0.03,Matches
279,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,26,1993,38.0,1.16,0.71,0.66,0.47,0.03,0.37,0.95,38.9,0.58,6.32,2.37,37.5,4.08,2.03,0.21,1.18,0.66,0.00,0.53,1.45,2.61,6.47,0.03,Matches
280,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,28,1991,21.6,1.48,0.97,0.42,0.60,0.46,0.60,2.22,27.1,1.62,18.2,5.14,28.2,3.33,7.18,7.73,1.76,0.05,0.00,1.71,0.69,2.18,0.32,0.00,Matches
281,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,21,1997,15.4,2.66,1.75,1.95,0.58,0.13,0.91,2.73,33.3,1.82,19.3,5.45,28.3,11.6,5.58,2.08,1.88,0.32,0.00,1.56,1.10,3.77,2.66,0.00,Matches
282,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,27,1992,30.5,1.64,1.15,0.43,0.75,0.46,0.49,1.51,32.6,1.02,16.5,5.02,30.4,3.54,5.51,7.48,0.98,0.03,0.00,0.95,0.36,2.00,0.16,0.00,Matches
283,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,25,1994,17.8,2.64,1.80,1.80,0.62,0.22,1.35,2.25,60.0,0.90,12.4,3.99,32.3,6.74,4.33,1.29,1.97,0.28,0.00,1.69,0.73,3.37,3.37,0.00,Matches
284,Solly March\Solly-March,eng ENG,DFFW,Brighton,25,1994,12.7,2.05,1.34,1.26,0.63,0.16,0.71,1.65,42.9,0.94,12.4,3.46,27.8,4.25,4.49,3.70,1.73,0.24,0.00,1.50,0.94,2.99,1.50,0.08,Matches
285,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,25,1993,1.3,2.31,0.77,1.54,0.77,0.00,0.77,1.54,50.0,0.77,8.46,2.31,27.3,4.62,3.08,0.77,0.77,0.00,0.00,0.77,1.54,3.85,10.8,0.00,Matches
286,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,32,1986,16.8,1.49,0.71,1.07,0.30,0.12,0.65,2.26,28.9,1.61,11.7,3.39,28.9,6.79,3.81,1.13,2.08,0.54,0.00,1.55,0.42,1.90,5.54,0.06,Matches
287,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,23,1995,29.2,0.51,0.41,0.03,0.14,0.34,0.03,0.45,7.7,0.41,13.0,3.70,28.5,0.82,4.35,7.81,0.65,0.03,0.00,0.62,0.17,0.68,0.55,0.00,Matches
288,David Martin\David-Martin,eng ENG,GK,West Ham,33,1986,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.21,0.21,100.0,0.21,0.00,0.00,0.21,0.00,0.00,0.21,0.00,0.00,0.00,0.21,Matches
289,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,17,2001,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,32.5,5.00,15.4,15.0,7.50,10.0,2.50,0.00,0.00,2.50,2.50,2.50,0.00,0.00,Matches
290,Martinelli\Martinelli,br BRA,FW,Arsenal,18,2001,7.4,3.11,1.76,1.62,1.22,0.27,0.68,2.16,31.3,1.49,33.4,9.32,27.9,11.9,13.6,7.84,2.70,0.14,0.00,2.57,0.27,3.38,0.95,0.00,Matches
291,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,26,1992,8.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.12,0.00,0.0,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,Matches
292,Adam Masina\Adam-Masina,it ITA,DF,Watford,25,1994,20.2,1.98,1.24,1.29,0.54,0.15,0.69,2.23,31.1,1.53,13.0,3.81,29.3,5.94,5.20,1.88,2.03,0.64,0.10,1.39,1.14,3.12,4.90,0.10,Matches
293,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,25,1993,10.4,4.13,2.60,2.69,1.15,0.29,1.06,2.88,36.7,1.83,21.4,6.25,29.1,12.3,7.79,1.35,2.79,0.29,0.00,2.50,1.15,5.29,2.79,0.10,Matches
294,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,31,1988,8.4,0.95,0.83,0.24,0.48,0.24,0.24,1.55,15.4,1.31,14.0,4.17,29.7,2.14,6.55,5.36,0.83,0.12,0.00,0.71,0.12,1.07,0.12,0.00,Matches
295,Nemanja Matiæ\Nemanja-Matic,rs SRB,MF,Manchester Utd,30,1988,17.6,2.33,1.19,1.02,1.25,0.06,0.51,1.87,27.3,1.36,15.7,4.49,28.6,5.85,8.58,1.25,1.87,0.51,0.00,1.36,1.02,3.35,1.99,0.06,Matches
296,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,27,1991,7.8,1.67,1.15,0.64,0.77,0.26,0.64,1.54,41.7,0.90,8.21,3.46,42.2,4.49,3.46,0.26,0.90,0.38,0.00,0.51,0.64,2.31,9.74,0.00,Matches
297,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,22,1996,30.7,0.91,0.55,0.26,0.42,0.23,0.26,1.17,22.2,0.91,22.9,6.03,26.3,2.28,9.12,11.5,1.01,0.13,0.00,0.88,0.10,1.01,0.23,0.00,Matches
298,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,31,1987,34.3,3.21,2.04,1.46,1.34,0.41,1.05,3.09,34.0,2.04,27.2,7.67,28.2,10.8,12.7,3.67,2.83,0.70,0.03,2.13,1.17,4.37,1.66,0.00,Matches
299,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,23,1996,23.5,1.49,0.89,0.38,0.85,0.26,0.30,1.66,17.9,1.36,26.2,6.34,24.2,2.43,12.4,11.3,1.40,0.13,0.00,1.28,0.30,1.79,1.83,0.00,Matches
300,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,29,1989,28.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.04,0.04,100.0,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,Matches
301,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,28,1990,18.7,4.12,2.25,1.76,1.98,0.37,1.60,3.69,43.5,2.09,22.4,6.68,29.8,8.72,11.1,2.57,1.87,0.27,0.00,1.60,0.75,4.87,1.02,0.05,Matches
302,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,24,1994,25.7,2.26,1.56,0.93,0.82,0.51,0.78,2.57,30.3,1.79,19.8,5.60,28.3,5.33,9.88,4.55,1.25,0.08,0.00,1.17,0.78,3.04,0.78,0.04,Matches
303,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,20.2,2.08,1.29,0.50,1.14,0.45,0.25,0.84,29.4,0.59,22.6,5.79,25.7,2.33,11.7,8.51,0.99,0.15,0.05,0.84,0.15,2.23,1.19,0.00,Matches
304,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,35,1984,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
305,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,27,1992,33.0,1.45,0.94,0.79,0.55,0.12,0.48,1.58,30.8,1.09,17.9,4.85,27.1,6.88,8.42,2.58,1.42,0.24,0.03,1.18,0.73,2.18,2.09,0.03,Matches
306,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,19,1999,37.1,1.48,0.75,0.54,0.59,0.35,0.46,1.83,25.0,1.37,19.8,4.80,24.3,5.61,9.03,5.15,1.91,0.16,0.03,1.75,0.65,2.13,0.92,0.00,Matches
307,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,22,1996,19.7,2.54,1.57,1.02,1.32,0.20,0.86,1.93,44.7,1.07,13.3,4.26,32.1,4.77,7.01,1.52,1.98,0.30,0.00,1.68,1.17,3.71,2.64,0.00,Matches
308,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,29,1989,32.0,1.09,0.50,0.72,0.38,0.00,0.59,1.13,52.8,0.53,5.50,1.75,31.8,3.38,1.94,0.19,2.00,1.06,0.00,0.94,0.69,1.78,8.72,0.00,Matches
309,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,25,1994,16.6,1.33,1.02,0.54,0.48,0.30,0.60,1.75,34.5,1.14,8.55,2.47,28.9,3.55,3.13,1.87,1.27,0.12,0.00,1.14,0.42,1.75,2.59,0.18,Matches
310,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,27,1992,3.2,2.19,1.25,1.25,0.63,0.31,0.31,0.63,50.0,0.31,13.1,4.38,33.3,6.88,5.63,0.63,1.56,0.31,0.00,1.25,1.25,3.44,2.19,0.00,Matches
311,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,21,1997,10.1,2.28,1.39,1.39,0.89,0.00,0.89,1.58,56.3,0.69,13.1,4.85,37.1,8.22,4.16,0.69,1.98,1.19,0.00,0.79,1.19,3.47,7.43,0.10,Matches
312,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,23,1995,7.3,2.33,1.10,1.23,1.10,0.00,0.55,2.33,23.5,1.78,19.7,5.34,27.1,8.77,8.63,2.33,1.78,0.14,0.00,1.64,0.55,2.88,0.41,0.00,Matches
313,Luka Milivojeviæ\Luka-Milivojevic,rs SRB,MF,Crystal Palace,28,1991,27.9,2.15,1.33,1.22,0.86,0.07,1.00,2.72,36.8,1.72,18.6,4.84,26.0,9.00,8.14,1.47,1.68,0.29,0.00,1.40,0.97,3.12,2.37,0.04,Matches
314,James Milner\James-Milner,eng ENG,MFDF,Liverpool,33,1986,10.4,1.63,0.96,0.29,1.25,0.10,0.38,2.12,18.2,1.73,16.3,3.94,24.3,4.81,8.94,2.50,1.44,0.29,0.10,1.15,0.67,2.31,2.40,0.00,Matches
315,Yerry Mina\Yerry-Mina,co COL,DF,Everton,24,1994,25.4,1.69,0.79,1.18,0.43,0.08,0.59,1.06,55.6,0.47,9.02,2.60,28.8,6.10,2.36,0.55,1.46,0.71,0.00,0.75,0.59,2.28,7.01,0.04,Matches
316,Takumi Minamino\Takumi-Minamino,jp JPN,FWMF,Liverpool,24,1995,2.8,1.43,1.07,0.36,1.07,0.00,0.36,2.50,14.3,2.14,22.5,7.14,31.7,3.93,9.64,8.93,1.07,0.00,0.00,1.07,0.00,1.43,0.71,0.00,Matches
317,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,26,1993,32.2,0.78,0.53,0.56,0.19,0.03,0.31,0.56,55.6,0.25,4.97,2.05,41.3,3.29,1.34,0.34,2.24,1.71,0.06,0.53,0.62,1.40,6.93,0.22,Matches
318,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,19,1999,2.2,2.73,0.91,1.82,0.00,0.91,0.45,4.09,11.1,3.64,21.8,5.91,27.1,10.9,6.82,4.09,2.73,0.00,0.00,2.73,0.45,3.18,0.45,0.00,Matches
319,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FW,Arsenal,30,1989,1.2,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.0,2.50,26.7,6.67,25.0,3.33,13.3,10.0,1.67,0.00,0.00,1.67,0.83,0.83,0.83,0.00,Matches
320,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,33,1986,3.0,1.33,1.33,1.00,0.33,0.00,0.33,1.00,33.3,0.67,11.3,3.33,29.4,6.33,4.33,0.67,1.00,0.33,0.00,0.67,1.33,2.67,5.67,0.00,Matches
321,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,28,1991,21.1,2.32,1.33,1.42,0.66,0.24,1.04,2.37,44.0,1.33,17.8,4.36,24.5,7.77,7.49,2.51,1.94,0.28,0.00,1.66,0.81,3.13,2.61,0.05,Matches
322,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,29,1990,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.0,0.50,1.50,0.00,0.0,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
323,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Brighton,28,1990,23.2,1.85,1.34,0.56,0.82,0.47,0.34,1.94,17.8,1.59,18.1,5.39,29.7,4.78,8.53,4.83,2.07,0.30,0.04,1.77,0.78,2.63,1.25,0.00,Matches
324,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,22,1996,19.8,0.71,0.51,0.10,0.30,0.30,0.00,0.25,0.0,0.25,15.8,3.94,24.9,0.86,7.42,7.53,0.91,0.30,0.00,0.61,0.25,0.96,1.31,0.00,Matches
325,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,35,1984,4.8,1.04,0.83,0.63,0.42,0.00,0.21,0.63,33.3,0.42,6.25,3.33,53.3,3.33,2.71,0.21,1.25,0.83,0.00,0.42,0.42,1.46,6.25,0.00,Matches
326,Ravel Morrison\Ravel-Morrison,jm JAM,MF,Sheffield Utd,26,1993,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,30.0,10.0,33.3,0.00,10.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
327,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,20,1999,31.9,1.50,0.97,0.44,0.66,0.41,0.41,1.47,27.7,1.07,22.8,6.39,28.1,3.76,10.6,8.40,0.82,0.03,0.00,0.78,0.44,1.94,0.50,0.00,Matches
328,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,26,1992,24.9,2.13,1.33,0.76,0.84,0.52,0.48,2.41,20.0,1.93,21.4,5.78,27.1,4.46,11.4,5.46,1.61,0.08,0.00,1.53,0.56,2.69,0.84,0.00,Matches
329,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,23,1996,13.8,0.80,0.29,0.14,0.36,0.29,0.14,0.51,28.6,0.36,21.4,6.01,28.0,0.87,8.70,11.9,0.72,0.22,0.00,0.51,0.29,1.09,0.14,0.00,Matches
330,Jo?o Moutinho\Joao-Moutinho,pt POR,MF,Wolves,32,1986,34.5,2.67,1.57,1.22,1.16,0.29,1.25,4.09,30.5,2.84,25.6,6.17,24.1,8.90,13.8,2.84,1.86,0.41,0.00,1.45,0.81,3.48,0.87,0.06,Matches
331,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,35,1983,8.9,0.34,0.22,0.00,0.34,0.00,0.00,0.67,0.0,0.67,16.2,3.93,24.3,1.12,8.31,6.74,0.67,0.11,0.00,0.56,0.00,0.34,1.01,0.00,Matches
332,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,27,1992,13.4,1.04,0.67,0.67,0.30,0.07,0.15,0.97,15.4,0.82,8.06,2.69,33.3,3.88,3.73,0.45,1.12,0.52,0.00,0.60,0.60,1.64,8.28,0.15,Matches
333,Yoshinori Mut?\Yoshinori-Muto,jp JPN,FWMF,Newcastle Utd,27,1992,2.4,1.25,0.83,0.00,1.25,0.00,0.00,1.25,0.0,1.25,21.7,5.42,25.0,2.92,10.0,8.75,0.42,0.00,0.00,0.42,0.00,1.25,0.00,0.00,Matches
334,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,24,1995,0.0,0,0,0,0,0,0,1,0.0,1,7,3,42.9,0,2,5,0,0,0,0,0,0,0,0,Matches
335,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,25,1994,20.4,3.19,2.30,1.57,1.42,0.20,0.74,3.33,22.1,2.60,24.1,8.24,34.2,10.4,11.7,1.91,2.99,0.54,0.00,2.45,1.37,4.56,1.67,0.05,Matches
336,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,22,1996,29.7,4.21,2.56,2.05,1.75,0.40,1.25,3.54,35.2,2.29,25.0,8.18,32.7,9.26,13.3,2.42,2.39,0.17,0.00,2.22,1.65,5.86,2.79,0.03,Matches
337,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,22,1996,11.2,2.41,1.70,1.07,1.25,0.09,0.89,2.41,37.0,1.52,20.2,5.00,24.8,7.05,9.55,3.57,2.41,0.36,0.00,2.05,0.80,3.21,0.71,0.00,Matches
338,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,19,1999,7.0,1.71,0.86,1.14,0.43,0.14,1.14,2.00,57.1,0.86,23.4,4.43,18.9,7.43,9.86,6.14,1.86,0.14,0.00,1.71,0.57,2.29,0.29,0.00,Matches
339,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,19,2000,10.4,1.06,0.48,0.29,0.77,0.00,0.19,1.44,13.3,1.25,23.0,6.35,27.6,5.00,11.8,6.15,0.48,0.00,0.00,0.48,0.48,1.54,0.58,0.00,Matches
340,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,22,1997,34.0,1.88,1.24,0.76,0.97,0.15,0.94,3.06,30.8,2.12,20.2,5.00,24.7,8.88,10.1,1.26,2.06,0.32,0.03,1.74,0.91,2.79,1.56,0.00,Matches
341,Jeremy Ngakia\Jeremy-Ngakia,eng ENG,DF,West Ham,18,2000,4.9,3.88,2.45,3.27,0.61,0.00,1.43,4.69,30.4,3.27,22.9,6.94,30.4,16.1,5.92,0.82,2.24,0.20,0.00,2.04,0.41,4.29,3.47,0.00,Matches
342,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,29,1990,0.2,20.0,5.00,0.00,10.0,10.0,10.0,10.0,100.0,0.00,45.0,5.00,11.1,5.00,25.0,15.0,10.0,0.00,0.00,10.0,0.00,20.0,0.00,0.00,Matches
343,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,20,1999,7.0,1.43,1.00,0.57,0.71,0.14,0.29,1.00,28.6,0.71,23.3,5.57,23.9,1.57,11.1,10.6,0.71,0.00,0.00,0.71,0.71,2.14,0.57,0.00,Matches
344,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,32,1987,29.7,1.68,1.21,0.64,0.84,0.20,0.54,2.32,23.2,1.78,16.9,4.58,27.1,5.42,8.55,2.93,0.98,0.20,0.00,0.77,0.64,2.32,0.47,0.00,Matches
345,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,28,1991,34.3,2.19,1.28,1.22,0.79,0.17,0.67,2.65,25.3,1.98,17.0,4.72,27.7,7.84,7.38,1.81,1.34,0.38,0.00,0.96,0.87,3.06,1.87,0.00,Matches
346,?rjan Nyland\Orjan-Nyland,no NOR,GK,Aston Villa,28,1990,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,Matches
347,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,25,1994,32.4,1.08,0.62,0.68,0.31,0.09,0.43,0.90,48.3,0.46,8.21,2.81,34.2,4.72,2.72,0.77,2.31,0.65,0.00,1.67,1.08,2.16,6.60,0.03,Matches
348,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,19,2000,7.4,0.81,0.27,0.14,0.14,0.54,0.41,1.62,25.0,1.22,24.2,7.57,31.3,2.70,8.24,13.2,0.54,0.14,0.00,0.41,0.81,1.62,0.00,0.00,Matches
349,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,31,1988,31.0,1.45,1.10,0.94,0.39,0.13,0.45,1.16,38.9,0.71,10.1,3.77,37.4,7.23,2.35,0.52,2.52,1.10,0.00,1.42,0.74,2.19,5.52,0.00,Matches
350,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,24,1995,8.0,1.88,1.25,0.25,0.88,0.75,0.50,0.88,57.1,0.38,19.0,6.63,34.9,1.88,7.63,9.50,0.75,0.00,0.00,0.75,0.25,2.13,0.88,0.00,Matches
351,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,24,1994,6.6,2.73,1.52,2.12,0.45,0.15,0.61,2.27,26.7,1.67,24.7,6.06,24.5,8.79,10.6,5.30,2.58,0.15,0.00,2.42,0.45,3.18,1.52,0.00,Matches
352,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,31,1988,19.1,1.15,0.63,0.99,0.10,0.05,0.68,1.62,41.9,0.94,5.71,1.88,33.0,3.40,1.99,0.31,1.47,0.58,0.05,0.89,0.47,1.62,4.66,0.10,Matches
353,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,1993,16.5,1.39,0.85,0.24,0.73,0.42,0.30,1.45,20.8,1.15,22.7,6.73,29.7,4.79,10.4,7.52,1.64,0.12,0.00,1.52,0.79,2.18,0.42,0.00,Matches
354,Mesut Özil\Mesut-Ozil,de GER,MF,Arsenal,30,1988,16.0,0.81,0.63,0.56,0.25,0.00,0.13,1.19,10.5,1.06,19.1,3.94,20.7,4.19,11.1,3.75,0.56,0.00,0.00,0.56,0.19,1.00,0.19,0.00,Matches
355,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,24,1994,11.4,1.93,0.61,0.79,0.88,0.26,0.53,1.14,46.2,0.61,11.1,3.86,34.9,3.25,5.35,2.46,2.72,0.18,0.00,2.54,0.88,2.81,1.93,0.00,Matches
356,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,31,1988,18.8,1.22,0.69,0.90,0.27,0.05,0.59,1.33,44.0,0.74,9.63,2.71,28.2,6.44,2.93,0.27,2.18,1.17,0.00,1.01,0.16,1.38,5.74,0.00,Matches
357,Troy Parrott\Troy-Parrott,ie IRL,MF,Tottenham,17,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,40.0,20.0,50.0,20.0,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
358,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,31,1988,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.13,0.00,0.0,0.13,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.03,Matches
359,Pedro\Pedro,es ESP,FW,Chelsea,32,1987,7.3,2.33,1.37,0.96,0.96,0.41,0.41,2.47,16.7,2.05,20.8,6.71,32.2,4.66,10.1,6.03,0.96,0.00,0.00,0.96,0.55,2.88,0.14,0.00,Matches
360,Jo?o Pedro\Joao-Pedro,br BRA,FWMF,Watford,17,2001,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20.0,3.33,16.7,3.33,13.3,3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,Matches
361,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,24,1995,22.3,1.35,0.85,0.63,0.58,0.13,0.49,1.03,47.8,0.54,15.9,3.99,25.1,4.26,7.04,4.57,0.90,0.09,0.00,0.81,0.45,1.79,0.13,0.00,Matches
362,Andreas Pereira\Andreas-Pereira,br BRA,MFFW,Manchester Utd,23,1996,16.5,1.33,0.73,0.30,0.67,0.36,0.61,2.55,23.8,1.94,26.0,6.91,26.6,4.85,14.2,6.97,1.45,0.00,0.00,1.45,0.67,2.00,0.36,0.00,Matches
