Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
268,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,28,1990,6.3,29.5,29.0,0.48,0.32,0.00,3.49,0.63,0.00,0.00,0.00,0.00,0.00,17.1,3.02,9.37,1.75,21.0,4.60,0.16,0.00,22.4,0.00,0.79,0.00,0.16,Matches
269,Shane Long\Shane-Long,ie IRL,FW,Southampton,32,1987,15.5,26.1,25.8,0.32,0.00,0.00,10.9,0.52,1.35,0.00,0.00,0.00,0.00,8.65,9.42,8.06,3.10,11.9,3.61,0.06,1.55,14.6,0.06,0.97,0.39,1.81,Matches
270,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,19,2000,6.4,37.0,36.3,0.78,0.47,0.00,5.31,0.78,0.47,0.00,0.00,0.00,0.00,25.2,4.69,7.19,3.28,31.3,2.03,0.00,0.00,30.2,0.00,0.63,0.94,0.63,Matches
271,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,21,1997,15.3,42.9,39.5,3.40,2.55,0.07,7.84,2.35,1.31,0.72,0.33,0.20,0.00,27.8,6.14,9.02,7.52,31.2,3.33,0.07,0.20,33.7,0.07,1.05,0.52,0.85,Matches
272,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,30,1989,8.6,70.1,68.3,1.86,1.74,0.12,7.44,1.86,0.00,0.00,0.00,0.00,0.00,47.8,9.30,13.0,13.3,50.3,4.77,0.12,0.12,61.6,0.00,1.40,0.35,0.58,Matches
273,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,30,1989,17.0,42.7,33.1,9.65,0.71,0.12,8.47,1.18,1.65,0.00,0.00,0.00,0.00,17.3,9.53,15.9,3.00,28.1,2.06,8.94,0.12,29.2,0.29,1.18,1.00,1.12,Matches
274,David Luiz\David-Luiz,br BRA,DF,Arsenal,32,1987,31.2,54.9,51.6,3.27,3.14,0.19,8.04,2.31,0.16,0.00,0.00,0.00,0.00,39.6,5.16,10.2,13.1,39.4,1.54,0.13,0.32,47.5,0.22,0.99,0.29,0.45,Matches
275,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,21,1998,29.0,41.9,39.7,2.24,1.52,0.07,6.10,2.00,0.59,0.10,0.00,0.03,0.00,24.0,8.48,9.45,4.24,33.8,2.41,0.21,0.45,33.9,0.07,0.97,0.48,0.41,Matches
276,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,25,1994,27.3,44.0,43.2,0.84,0.29,0.15,9.60,1.87,1.21,0.11,0.07,0.00,0.04,27.8,8.39,7.84,11.7,29.3,1.98,0.11,0.22,35.4,0.33,1.03,0.73,1.17,Matches
277,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,20,1998,3.9,33.3,25.4,7.95,2.56,0.00,6.92,0.77,2.31,4.36,2.05,1.54,0.26,18.5,6.67,8.21,3.85,27.4,1.03,0.00,0.00,21.5,0.00,0.77,0.51,1.03,Matches
278,James Maddison\James-Maddison,eng ENG,MF,Leicester City,22,1996,29.2,57.3,48.7,8.63,2.81,0.55,9.04,3.18,2.23,5.38,1.47,2.60,0.51,36.0,8.46,12.8,5.41,50.1,1.06,0.24,0.38,43.9,0.27,1.03,1.23,1.34,Matches
279,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,26,1993,38.0,63.2,61.2,2.00,1.74,0.03,9.53,2.39,0.03,0.00,0.00,0.00,0.00,47.0,7.05,9.16,8.42,49.0,3.13,0.26,0.29,56.0,0.13,1.18,0.55,0.29,Matches
280,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,28,1991,21.6,55.0,51.5,3.47,0.51,1.06,9.35,2.31,2.41,2.55,1.16,0.14,0.28,41.2,6.39,7.41,48.1,5.28,0.69,0.42,0.14,46.7,0.23,0.74,0.88,1.25,Matches
281,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,21,1997,15.4,64.9,53.0,11.9,1.17,0.00,10.3,0.91,1.30,0.00,0.00,0.00,0.00,40.9,15.0,8.96,8.31,43.7,1.36,10.7,0.39,53.6,0.06,1.56,1.56,2.01,Matches
282,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,27,1992,30.5,38.1,37.4,0.69,0.26,0.33,8.00,0.85,1.70,0.00,0.00,0.00,0.00,25.1,7.97,5.02,7.70,27.5,1.28,0.33,0.49,30.6,0.10,0.56,0.95,1.64,Matches
283,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,25,1994,17.8,35.5,28.2,7.30,0.22,0.00,5.84,0.73,1.91,0.00,0.00,0.00,0.00,17.6,7.08,10.8,2.75,22.8,2.19,7.08,0.11,25.4,0.11,0.84,0.51,1.35,Matches
284,Solly March\Solly-March,eng ENG,DFFW,Brighton,25,1994,12.7,47.3,40.6,6.69,0.63,0.00,10.2,2.60,3.78,1.10,0.55,0.24,0.16,25.6,9.06,12.7,36.1,3.54,1.89,4.72,0.24,34.3,0.08,1.18,0.87,2.28,Matches
285,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,25,1993,1.3,70.0,69.2,0.77,0.77,0.00,3.08,2.31,0.00,0.00,0.00,0.00,0.00,46.9,11.5,11.5,61.5,6.92,1.54,0.00,0.00,62.3,0.00,1.54,0.00,0.77,Matches
286,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,32,1986,16.8,34.8,26.8,7.98,0.42,0.06,4.35,0.71,1.07,0.00,0.00,0.00,0.00,15.1,7.20,12.6,2.62,21.2,2.50,7.56,0.00,25.4,0.12,0.89,0.36,0.60,Matches
287,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,23,1995,29.2,24.7,23.7,0.99,0.14,0.17,6.99,0.10,0.68,0.00,0.00,0.00,0.00,20.1,3.22,1.37,4.21,19.2,0.41,0.14,0.21,19.7,0.07,0.24,0.48,1.47,Matches
288,David Martin\David-Martin,eng ENG,GK,West Ham,33,1986,4.8,25.8,12.7,13.1,3.96,0.00,2.92,0.21,0.00,0.00,0.00,0.00,0.00,2.92,1.04,21.9,0.21,20.4,0.00,0.00,2.08,11.5,0.00,0.00,0.21,0.00,Matches
289,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,17,2001,0.4,40.0,40.0,0.00,0.00,0.00,17.5,0.00,0.00,0.00,0.00,0.00,0.00,32.5,2.50,5.00,12.5,27.5,0.00,0.00,0.00,30.0,0.00,0.00,2.50,2.50,Matches
290,Martinelli\Martinelli,br BRA,FW,Arsenal,18,2001,7.4,18.6,18.4,0.27,0.14,0.14,5.54,0.14,2.16,0.00,0.00,0.00,0.00,10.5,4.32,3.78,3.11,13.8,0.95,0.14,0.14,11.6,0.00,0.00,0.68,1.76,Matches
291,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,26,1992,8.6,34.1,24.5,9.53,2.44,0.12,3.49,0.81,0.00,0.00,0.00,0.00,0.00,19.9,1.16,13.0,3.84,22.1,0.12,0.00,5.35,24.7,0.00,1.63,0.00,0.12,Matches
292,Adam Masina\Adam-Masina,it ITA,DF,Watford,25,1994,20.2,46.2,35.4,10.8,0.84,0.00,8.02,1.93,2.97,0.40,0.25,0.05,0.05,15.9,8.32,22.0,28.1,3.07,3.32,9.55,0.25,28.8,0.30,1.14,0.40,1.58,Matches
293,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,25,1993,10.4,56.5,48.1,8.46,0.77,0.10,13.5,1.73,2.02,0.00,0.00,0.00,0.00,36.8,10.8,8.94,43.1,3.17,2.21,7.69,0.00,45.4,0.19,0.67,0.96,2.60,Matches
294,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,31,1988,8.4,62.3,58.8,3.45,0.95,0.24,13.8,1.31,1.67,1.19,0.60,0.12,0.24,44.9,7.98,9.40,52.9,7.62,0.48,0.71,0.24,52.6,0.24,0.36,0.71,1.79,Matches
295,Nemanja Matiæ\Nemanja-Matic,rs SRB,MF,Manchester Utd,30,1988,17.6,70.5,68.8,1.70,1.48,0.06,12.5,1.70,0.11,0.00,0.00,0.00,0.00,55.6,7.10,7.73,58.5,8.35,2.27,0.23,0.28,62.2,0.06,0.63,0.97,1.25,Matches
296,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,27,1991,7.8,65.9,63.8,2.05,1.54,0.00,9.49,1.67,0.00,0.00,0.00,0.00,0.00,49.2,7.95,8.72,7.18,53.5,2.95,0.51,0.13,57.4,0.00,1.79,0.90,0.38,Matches
297,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,22,1996,30.7,22.4,20.3,2.08,0.13,0.10,5.90,0.42,0.49,0.00,0.00,0.00,0.00,16.0,4.72,1.69,3.97,16.5,0.78,0.33,0.46,17.6,0.20,0.26,0.65,1.07,Matches
298,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,31,1987,34.3,43.0,40.9,2.04,0.15,0.12,10.8,0.64,0.99,0.03,0.00,0.00,0.00,29.0,6.38,7.61,10.2,28.9,1.78,0.87,0.32,33.6,0.09,0.99,0.67,1.75,Matches
299,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,23,1996,23.5,26.8,26.1,0.68,0.00,0.00,11.2,0.13,0.47,0.00,0.00,0.00,0.00,11.7,7.66,7.36,1.02,14.5,4.04,0.13,0.77,17.3,0.17,0.26,0.60,1.28,Matches
300,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,29,1989,28.0,29.1,19.1,10.0,3.68,0.00,3.54,1.21,0.00,0.00,0.00,0.00,0.00,7.68,1.64,19.8,3.14,20.4,0.00,0.00,2.64,15.8,0.18,1.14,0.14,0.07,Matches
301,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,28,1990,18.7,43.7,39.9,3.85,2.19,0.00,7.38,2.67,0.48,1.18,0.75,0.32,0.11,24.9,7.11,11.7,11.7,28.2,2.41,0.32,0.53,33.7,0.16,1.44,0.59,1.18,Matches
302,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,24,1994,25.7,30.0,27.2,2.80,1.17,0.12,6.54,2.88,1.63,0.97,0.62,0.16,0.08,17.4,4.40,8.29,21.4,6.77,0.97,0.16,0.16,22.7,0.27,0.66,0.39,0.89,Matches
303,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,20.2,30.8,30.1,0.69,0.05,0.20,8.22,0.89,0.54,0.00,0.00,0.00,0.00,20.1,5.74,4.95,2.82,22.9,1.83,0.05,0.40,23.5,0.50,0.79,0.50,0.99,Matches
304,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,35,1984,1.8,28.3,17.8,10.6,2.78,0.00,2.78,1.11,0.00,0.00,0.00,0.00,0.00,13.3,0.56,14.4,2.22,20.0,0.00,0.00,5.56,17.2,0.00,0.56,0.00,0.00,Matches
305,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,27,1992,33.0,51.2,48.5,2.70,1.45,0.12,11.5,1.76,0.91,0.61,0.24,0.36,0.00,32.7,9.79,8.73,36.3,9.52,2.33,0.55,0.24,40.1,0.24,1.06,1.09,1.09,Matches
306,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,19,1999,37.1,34.4,31.0,3.40,1.51,0.11,7.98,2.94,3.50,1.62,1.40,0.11,0.05,20.0,4.26,10.2,30.9,1.37,1.21,0.24,0.11,23.6,0.24,0.70,0.65,1.97,Matches
307,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,22,1996,19.7,50.5,49.0,1.47,1.42,0.10,8.02,2.39,0.46,0.00,0.00,0.00,0.00,37.8,5.63,7.06,2.23,44.6,2.28,0.05,0.25,41.4,0.10,0.91,1.07,1.27,Matches
308,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,29,1989,32.0,36.6,34.8,1.81,1.66,0.00,7.06,1.16,0.09,0.00,0.00,0.00,0.00,20.1,4.66,11.9,28.2,4.22,2.28,0.16,0.13,27.3,0.16,1.13,0.25,0.38,Matches
309,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,25,1994,16.6,77.4,69.8,7.65,0.78,0.00,9.64,1.99,4.16,0.00,0.00,0.00,0.00,54.2,13.6,9.64,62.4,6.20,1.27,6.87,0.06,66.7,0.30,0.84,1.08,1.93,Matches
310,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,27,1992,3.2,66.3,65.9,0.31,0.31,0.00,9.06,1.25,0.31,0.00,0.00,0.00,0.00,53.8,6.56,5.94,6.25,58.4,1.25,0.00,0.00,60.6,0.31,0.94,0.63,0.31,Matches
311,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,21,1997,10.1,47.8,47.0,0.79,0.79,0.00,8.51,1.29,0.00,0.00,0.00,0.00,0.00,35.9,3.66,8.22,5.45,37.3,2.87,0.00,0.40,41.0,0.10,1.19,0.40,0.40,Matches
312,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,23,1995,7.3,29.2,28.9,0.27,0.14,0.14,7.12,0.00,1.10,0.00,0.00,0.00,0.00,21.9,4.25,3.01,9.32,18.1,1.51,0.14,0.00,21.9,0.14,0.14,0.96,1.92,Matches
313,Luka Milivojeviæ\Luka-Milivojevic,rs SRB,MF,Crystal Palace,28,1991,27.9,54.0,45.1,8.92,4.91,0.04,8.64,3.84,1.25,3.55,2.19,0.90,0.22,32.1,7.46,14.4,7.31,43.0,2.22,0.22,0.43,41.6,0.07,1.47,0.75,0.75,Matches
314,James Milner\James-Milner,eng ENG,MFDF,Liverpool,33,1986,10.4,74.3,68.0,6.35,1.15,0.38,11.0,3.37,1.35,0.77,0.29,0.19,0.10,50.2,13.0,11.2,7.50,60.9,1.44,3.27,0.29,63.8,0.29,1.25,0.96,1.44,Matches
315,Yerry Mina\Yerry-Mina,co COL,DF,Everton,24,1994,25.4,49.3,47.9,1.38,1.34,0.00,8.35,1.97,0.16,0.00,0.00,0.00,0.00,35.0,5.51,8.70,6.38,38.1,3.11,0.04,0.04,42.1,0.12,0.67,0.51,0.39,Matches
316,Takumi Minamino\Takumi-Minamino,jp JPN,FWMF,Liverpool,24,1995,2.8,39.6,39.3,0.36,0.36,0.00,9.29,0.71,1.43,0.00,0.00,0.00,0.00,31.8,3.21,4.64,7.14,30.0,0.36,0.00,0.36,35.0,0.00,0.36,0.00,0.36,Matches
317,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,26,1993,32.2,41.4,39.8,1.55,1.46,0.06,5.99,1.80,0.19,0.00,0.00,0.00,0.00,27.6,3.98,9.78,33.3,4.88,2.08,0.09,0.09,32.8,0.09,1.30,0.50,0.71,Matches
318,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,19,1999,2.2,54.1,41.4,12.7,0.00,0.00,6.36,0.45,1.82,0.00,0.00,0.00,0.00,31.4,10.0,12.7,38.2,2.27,0.91,12.7,0.00,43.6,0.00,0.45,0.91,2.73,Matches
319,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FW,Arsenal,30,1989,1.2,64.2,60.8,3.33,0.83,1.67,10.8,2.50,2.50,1.67,0.00,1.67,0.00,51.7,5.00,7.50,16.7,43.3,1.67,0.83,0.00,48.3,1.67,2.50,0.00,4.17,Matches
320,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,33,1986,3.0,67.0,58.3,8.67,0.33,0.00,13.7,0.33,1.00,0.00,0.00,0.00,0.00,48.3,12.7,6.00,54.0,3.67,0.33,8.33,0.33,60.7,0.33,0.00,0.33,1.67,Matches
321,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,28,1991,21.1,59.5,48.1,11.4,0.62,0.00,10.1,1.71,2.18,0.05,0.00,0.05,0.00,30.4,15.5,13.6,6.73,39.1,2.23,10.8,0.05,47.7,0.09,0.33,1.42,2.09,Matches
322,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,29,1990,2.0,24.0,12.5,11.5,6.00,0.00,0.50,1.50,0.00,0.00,0.00,0.00,0.00,4.00,0.50,19.5,1.50,16.5,0.00,0.00,2.00,9.50,0.00,1.50,0.50,0.00,Matches
323,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Brighton,28,1990,23.2,46.3,42.8,3.58,0.99,0.17,9.87,2.03,2.28,2.28,0.99,0.91,0.30,29.1,7.76,9.53,7.93,36.6,1.03,0.26,0.13,35.6,0.30,0.60,0.82,1.85,Matches
324,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,22,1996,19.8,19.0,18.2,0.81,0.00,0.00,5.81,0.61,0.35,0.00,0.00,0.00,0.00,11.2,4.75,3.13,0.81,14.2,1.67,0.10,0.51,14.0,0.15,0.30,0.30,0.56,Matches
325,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,35,1984,4.8,49.6,48.8,0.83,0.83,0.00,4.58,0.00,0.00,0.00,0.00,0.00,0.00,42.3,3.33,3.96,6.04,40.0,2.29,0.00,0.42,45.8,0.42,0.42,0.00,0.42,Matches
326,Ravel Morrison\Ravel-Morrison,jm JAM,MF,Sheffield Utd,26,1993,0.1,60.0,60.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,50.0,10.0,0.00,10.0,50.0,0.00,0.00,0.00,40.0,0.00,0.00,10.0,10.0,Matches
327,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,20,1999,31.9,43.3,38.7,4.61,1.63,0.13,7.99,1.85,2.07,2.51,1.13,0.44,0.31,30.3,6.33,6.58,5.05,36.5,0.88,0.28,0.19,35.0,0.16,0.66,0.44,1.50,Matches
328,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,26,1992,24.9,32.1,31.4,0.68,0.20,0.24,8.76,0.24,1.08,0.16,0.08,0.04,0.00,20.8,6.31,4.98,3.25,25.4,1.49,0.20,0.12,23.3,0.12,0.36,0.80,1.53,Matches
329,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,23,1996,13.8,17.3,16.7,0.58,0.00,0.07,5.22,0.07,0.72,0.00,0.00,0.00,0.00,12.5,3.04,1.74,1.74,13.8,0.80,0.07,0.29,12.8,0.07,0.43,0.43,0.80,Matches
330,Jo?o Moutinho\Joao-Moutinho,pt POR,MF,Wolves,32,1986,34.5,58.6,49.2,9.42,4.29,0.20,9.74,3.88,2.32,4.81,1.01,2.12,0.35,29.1,12.0,17.5,3.54,51.6,2.67,0.14,0.17,46.8,0.12,0.96,0.78,1.10,Matches
331,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,35,1983,8.9,19.9,19.1,0.79,0.11,0.11,5.84,0.34,1.24,0.00,0.00,0.00,0.00,9.55,5.73,4.61,1.91,13.3,1.69,0.22,0.79,13.0,0.00,0.56,0.11,1.24,Matches
332,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,27,1992,13.4,59.0,57.7,1.27,1.19,0.00,8.13,2.16,0.00,0.00,0.00,0.00,0.00,44.2,4.93,9.85,2.46,50.9,3.58,0.07,0.30,49.5,0.00,1.12,0.30,1.04,Matches
333,Yoshinori Mut?\Yoshinori-Muto,jp JPN,FWMF,Newcastle Utd,27,1992,2.4,12.9,12.1,0.83,0.42,0.00,4.58,0.00,0.42,0.00,0.00,0.00,0.00,9.58,2.50,0.83,4.17,7.92,0.00,0.00,0.42,10.8,0.00,0.00,0.00,0.42,Matches
334,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,24,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
335,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,25,1994,20.4,38.8,37.6,1.18,0.98,0.00,8.43,0.83,0.05,0.00,0.00,0.00,0.00,29.4,5.00,4.41,31.2,5.05,1.67,0.15,0.10,32.8,0.10,0.74,0.64,0.54,Matches
336,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,22,1996,29.7,55.5,54.7,0.77,0.77,0.03,10.3,1.68,0.07,0.00,0.00,0.00,0.00,39.6,8.89,7.04,6.06,45.2,2.49,0.00,0.13,47.7,0.07,1.11,0.88,0.98,Matches
337,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,22,1996,11.2,56.2,54.3,1.88,1.34,0.00,12.2,1.16,0.63,0.54,0.09,0.09,0.18,45.3,5.80,5.09,5.27,49.6,0.89,0.00,0.09,47.5,0.36,0.71,0.89,1.70,Matches
338,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,19,1999,7.0,33.4,30.6,2.86,0.57,0.14,7.29,1.29,1.71,2.00,0.86,0.86,0.00,23.4,5.00,5.00,4.43,28.3,0.43,0.14,0.14,26.6,0.00,0.29,1.14,1.29,Matches
339,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,19,2000,10.4,38.2,35.4,2.79,0.77,0.00,8.75,1.35,3.37,1.15,0.10,0.48,0.00,25.1,7.79,5.29,29.0,6.54,1.54,0.19,0.38,29.1,0.10,0.77,0.67,1.92,Matches
340,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,22,1997,34.0,58.1,56.3,1.79,1.35,0.15,9.12,4.38,0.47,0.26,0.09,0.12,0.00,33.3,10.1,14.6,4.62,49.8,2.85,0.18,0.12,46.7,0.12,1.35,0.62,0.71,Matches
341,Jeremy Ngakia\Jeremy-Ngakia,eng ENG,DF,West Ham,18,2000,4.9,32.9,23.7,9.18,0.00,0.00,8.16,0.61,1.84,0.00,0.00,0.00,0.00,11.0,6.94,14.9,3.67,17.1,1.63,9.18,0.20,18.2,0.00,0.82,1.63,1.84,Matches
342,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,29,1990,0.2,25.0,25.0,0.00,0.00,0.00,10.0,0.00,5.00,0.00,0.00,0.00,0.00,15.0,10.0,0.00,5.00,15.0,0.00,0.00,5.00,15.0,0.00,0.00,5.00,0.00,Matches
343,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,20,1999,7.0,20.0,18.4,1.57,0.00,0.00,3.14,0.00,0.43,0.00,0.00,0.00,0.00,15.9,2.43,1.71,3.14,15.6,0.86,0.00,0.14,15.9,0.00,0.29,0.43,1.00,Matches
344,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,32,1987,29.7,50.5,46.7,3.77,2.09,0.17,9.02,2.22,0.71,0.47,0.30,0.07,0.03,30.0,9.66,10.8,3.50,44.4,1.82,0.30,0.07,41.0,0.27,0.94,0.94,1.52,Matches
345,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,28,1991,34.3,62.6,56.2,6.41,2.68,0.06,10.1,5.98,2.13,3.53,2.48,0.50,0.23,32.7,10.7,19.2,2.22,55.8,3.27,0.20,0.12,48.5,0.35,2.07,0.70,0.87,Matches
346,?rjan Nyland\Orjan-Nyland,no NOR,GK,Aston Villa,28,1990,6.0,30.3,18.5,11.8,3.00,0.00,1.50,0.50,0.00,0.00,0.00,0.00,0.00,10.3,2.17,17.8,2.50,22.2,0.00,0.00,4.67,17.5,0.17,1.33,0.17,0.17,Matches
347,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,25,1994,32.4,48.0,45.3,2.72,0.93,0.06,7.65,2.19,1.30,0.00,0.00,0.00,0.00,27.0,6.54,14.4,39.2,1.88,3.40,1.79,0.12,35.7,0.15,1.30,0.28,1.20,Matches
348,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,19,2000,7.4,19.5,19.2,0.27,0.00,0.14,6.76,0.14,0.68,0.00,0.00,0.00,0.00,12.4,5.00,2.03,1.89,15.1,0.95,0.00,0.68,15.1,0.00,0.41,0.81,1.22,Matches
349,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,31,1988,31.0,30.5,29.8,0.65,0.65,0.00,5.55,0.77,0.06,0.00,0.00,0.00,0.00,18.6,3.81,8.06,18.3,7.68,2.39,0.00,0.16,24.0,0.16,0.71,0.06,0.26,Matches
350,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,24,1995,8.0,27.4,27.1,0.25,0.00,0.00,8.25,1.63,2.00,0.00,0.00,0.00,0.00,17.4,4.63,5.38,3.63,20.6,1.25,0.13,0.38,19.8,0.13,0.75,0.50,1.00,Matches
351,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,24,1994,6.6,39.2,37.1,2.12,0.30,0.15,9.70,0.76,1.67,0.45,0.00,0.15,0.15,22.1,9.24,7.88,30.0,5.00,1.67,1.36,0.15,27.1,0.30,1.52,0.61,1.97,Matches
352,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,31,1988,19.1,77.9,77.2,0.73,0.52,0.00,7.43,1.83,0.05,0.00,0.00,0.00,0.00,65.7,5.24,7.02,5.86,68.0,1.99,0.21,0.21,72.3,0.10,0.63,0.58,0.68,Matches
353,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,1993,16.5,45.3,44.4,0.91,0.06,0.24,8.24,1.94,1.76,0.00,0.00,0.00,0.00,28.1,7.52,9.70,5.27,36.9,1.64,0.36,0.42,35.9,0.18,1.33,1.03,1.39,Matches
354,Mesut Özil\Mesut-Ozil,de GER,MF,Arsenal,30,1988,16.0,55.7,50.1,5.63,1.88,0.00,11.3,1.06,1.19,3.56,0.94,1.38,0.81,40.3,7.25,8.19,48.6,5.88,0.63,0.00,0.44,47.1,0.31,0.31,0.75,1.38,Matches
355,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,24,1994,11.4,74.8,63.2,11.7,0.96,0.18,12.8,1.32,2.98,1.84,0.70,0.26,0.18,48.8,13.2,12.8,58.2,3.77,2.81,8.86,0.09,61.9,0.18,0.79,0.79,1.75,Matches
356,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,31,1988,18.8,51.8,49.6,2.18,1.65,0.00,7.98,2.23,0.05,0.00,0.00,0.00,0.00,39.8,5.48,6.49,1.81,47.5,0.90,0.53,0.11,46.4,0.11,0.53,0.27,0.37,Matches
357,Troy Parrott\Troy-Parrott,ie IRL,MF,Tottenham,17,2002,0.1,50.0,40.0,10.0,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,30.0,20.0,0.00,20.0,20.0,0.00,10.0,0.00,50.0,0.00,0.00,0.00,0.00,Matches
358,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,31,1988,38.0,22.7,13.2,9.45,2.03,0.00,1.37,0.92,0.00,0.00,0.00,0.00,0.00,5.76,1.58,15.3,12.6,4.71,0.08,0.00,3.26,14.5,0.08,0.82,0.13,0.05,Matches
359,Pedro\Pedro,es ESP,FW,Chelsea,32,1987,7.3,45.3,44.9,0.41,0.14,0.41,12.2,1.23,1.37,0.14,0.00,0.14,0.00,30.5,8.36,6.44,14.0,28.9,1.78,0.14,0.41,35.5,0.00,0.68,0.82,1.64,Matches
360,Jo?o Pedro\Joao-Pedro,br BRA,FWMF,Watford,17,2001,0.3,46.7,46.7,0.00,0.00,0.00,16.7,0.00,10.0,0.00,0.00,0.00,0.00,33.3,3.33,10.0,13.3,30.0,0.00,0.00,0.00,33.3,0.00,0.00,0.00,3.33,Matches
