Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,OG,Matches
254,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,25,1993,23.1,0.30,0.30,0.22,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
255,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Newcastle Utd,23,1996,5.3,1.51,1.50,0.75,0.38,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
256,Moritz Leitner\Moritz-Leitner,de GER,MF,Norwich City,26,1992,7.6,2.11,2.10,1.84,0.13,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
257,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,28,1991,4.9,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
258,Aaron Lennon\Aaron-Lennon,eng ENG,MF,Burnley,32,1987,5.5,1.27,1.27,1.09,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,Matches
259,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,27,1992,29.4,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
260,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,24,1994,30.0,1.17,1.17,0.93,0.00,0.07,0.00,0.13,0.03,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches
261,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Norwich City,21,1998,25.6,1.25,1.25,1.02,0.08,0.12,0.00,0.04,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Matches
262,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,25,1994,34.4,0.49,0.49,0.44,0.03,0.00,0.03,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
263,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,26,1992,10.4,3.85,3.85,3.17,0.00,0.19,0.10,0.19,0.19,0.38,0.39,0.29,0.00,0.00,0.00,0.00,0.10,0.00,Matches
264,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,32,1986,20.1,0.05,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
265,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,23,1996,16.6,3.61,3.62,2.65,0.54,0.12,0.06,0.18,0.06,0.36,0.36,0.30,0.00,0.00,0.06,0.00,0.00,0.00,Matches
266,Jürgen Locadia\Jurgen-Locadia,nl NED,MFFW,Brighton,25,1993,1.0,1.00,1.05,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
267,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,23,1996,2.3,0.87,0.87,0.87,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.00,Matches
268,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,28,1990,6.3,0.32,0.32,0.00,0.16,0.00,0.16,0.00,0.00,0.16,0.16,0.00,0.16,0.00,0.00,0.00,0.00,0.00,Matches
269,Shane Long\Shane-Long,ie IRL,FW,Southampton,32,1987,15.5,2.00,2.00,1.61,0.00,0.06,0.26,0.06,0.00,0.19,0.19,0.06,0.00,0.00,0.13,0.00,0.00,0.00,Matches
270,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,19,2000,6.4,0.94,0.94,0.94,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,Matches
271,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,21,1997,15.3,2.09,2.09,1.24,0.46,0.07,0.13,0.13,0.07,0.20,0.20,0.07,0.00,0.00,0.07,0.00,0.07,0.00,Matches
272,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,30,1989,8.6,0.58,0.58,0.58,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00,Matches
273,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,30,1989,17.0,1.06,1.06,0.94,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
274,David Luiz\David-Luiz,br BRA,DF,Arsenal,32,1987,31.2,0.35,0.35,0.26,0.00,0.00,0.03,0.00,0.06,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches
275,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,21,1998,29.0,1.52,1.52,1.17,0.03,0.10,0.00,0.10,0.10,0.10,0.10,0.07,0.00,0.00,0.00,0.00,0.03,0.00,Matches
276,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,25,1994,27.3,1.65,1.65,1.32,0.04,0.00,0.18,0.07,0.04,0.22,0.22,0.18,0.00,0.00,0.04,0.00,0.00,0.00,Matches
277,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,20,1998,3.9,2.82,2.81,1.03,0.77,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
278,James Maddison\James-Maddison,eng ENG,MF,Leicester City,22,1996,29.2,5.79,5.80,2.60,1.82,0.55,0.24,0.55,0.03,0.45,0.45,0.24,0.14,0.03,0.00,0.00,0.03,0.00,Matches
279,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,26,1993,38.0,0.82,0.82,0.74,0.03,0.00,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
280,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,28,1991,21.6,6.48,6.48,4.17,0.60,0.93,0.19,0.46,0.14,1.44,1.44,0.79,0.09,0.23,0.05,0.23,0.05,0.00,Matches
281,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,21,1997,15.4,1.36,1.36,1.10,0.06,0.06,0.00,0.06,0.06,0.19,0.19,0.13,0.00,0.00,0.00,0.00,0.06,0.00,Matches
282,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,27,1992,30.5,3.57,3.57,2.79,0.00,0.20,0.10,0.43,0.07,0.52,0.52,0.30,0.00,0.00,0.03,0.16,0.03,0.00,Matches
283,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,25,1994,17.8,0.79,0.79,0.67,0.06,0.00,0.00,0.06,0.00,0.17,0.17,0.06,0.06,0.00,0.00,0.06,0.00,0.00,Matches
284,Solly March\Solly-March,eng ENG,DFFW,Brighton,25,1994,12.7,2.52,2.52,1.89,0.24,0.24,0.00,0.16,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,Matches
285,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,25,1993,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
286,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,32,1986,16.8,0.60,0.59,0.60,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
287,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,23,1995,29.2,3.25,3.26,2.47,0.00,0.41,0.10,0.17,0.10,0.65,0.65,0.45,0.00,0.07,0.03,0.07,0.03,0.00,Matches
288,David Martin\David-Martin,eng ENG,GK,West Ham,33,1986,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
289,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,17,2001,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
290,Martinelli\Martinelli,br BRA,FW,Arsenal,18,2001,7.4,0.95,0.95,0.68,0.00,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
291,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,26,1992,8.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
292,Adam Masina\Adam-Masina,it ITA,DF,Watford,25,1994,20.2,0.99,0.99,0.89,0.10,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,Matches
293,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,25,1993,10.4,0.96,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches
294,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,31,1988,8.4,4.52,4.51,3.69,0.36,0.12,0.24,0.12,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,Matches
295,Nemanja Matiæ\Nemanja-Matic,rs SRB,MF,Manchester Utd,30,1988,17.6,2.44,2.45,2.27,0.00,0.11,0.00,0.06,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00,Matches
296,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,27,1991,7.8,0.64,0.64,0.51,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
297,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,22,1996,30.7,2.35,2.34,1.66,0.00,0.23,0.29,0.13,0.03,0.23,0.23,0.20,0.00,0.03,0.00,0.00,0.00,0.00,Matches
298,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,31,1987,34.3,1.78,1.78,1.49,0.00,0.09,0.06,0.12,0.03,0.26,0.26,0.15,0.00,0.00,0.03,0.09,0.00,0.00,Matches
299,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,23,1996,23.5,1.19,1.19,0.98,0.00,0.04,0.13,0.04,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.00,0.00,Matches
300,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,29,1989,28.0,0.14,0.14,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
301,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,28,1990,18.7,1.50,1.50,0.75,0.70,0.00,0.05,0.00,0.00,0.16,0.16,0.05,0.11,0.00,0.00,0.00,0.00,0.00,Matches
302,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,24,1994,25.7,3.74,3.74,2.68,0.39,0.27,0.08,0.19,0.12,0.35,0.35,0.23,0.04,0.04,0.00,0.04,0.00,0.00,Matches
303,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,20.2,1.93,1.93,1.29,0.05,0.25,0.10,0.05,0.20,0.20,0.20,0.15,0.00,0.05,0.00,0.00,0.00,0.00,Matches
304,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,35,1984,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
305,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,27,1992,33.0,1.79,1.79,1.39,0.18,0.06,0.06,0.06,0.03,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
306,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,19,1999,37.1,2.78,2.78,1.64,0.59,0.19,0.16,0.19,0.00,0.38,0.38,0.24,0.05,0.03,0.03,0.03,0.00,0.00,Matches
307,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,22,1996,19.7,1.78,1.78,1.27,0.00,0.05,0.15,0.25,0.00,0.15,0.15,0.10,0.00,0.00,0.00,0.00,0.00,0.05,Matches
308,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,29,1989,32.0,0.66,0.66,0.41,0.03,0.03,0.19,0.00,0.00,0.06,0.06,0.03,0.00,0.00,0.03,0.00,0.00,0.00,Matches
309,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,25,1994,16.6,2.17,2.17,1.99,0.06,0.06,0.06,0.00,0.00,0.36,0.36,0.30,0.06,0.00,0.00,0.00,0.00,0.00,Matches
310,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,27,1992,3.2,2.81,2.78,2.50,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
311,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,21,1997,10.1,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
312,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,23,1995,7.3,1.51,1.51,1.37,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,Matches
313,Luka Milivojeviæ\Luka-Milivojevic,rs SRB,MF,Crystal Palace,28,1991,27.9,1.65,1.65,0.61,0.90,0.04,0.00,0.00,0.11,0.11,0.11,0.07,0.04,0.00,0.00,0.00,0.00,0.00,Matches
314,James Milner\James-Milner,eng ENG,MFDF,Liverpool,33,1986,10.4,2.21,2.21,1.83,0.10,0.00,0.10,0.19,0.00,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,Matches
315,Yerry Mina\Yerry-Mina,co COL,DF,Everton,24,1994,25.4,0.59,0.59,0.31,0.00,0.00,0.20,0.00,0.08,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,0.00,Matches
316,Takumi Minamino\Takumi-Minamino,jp JPN,FWMF,Liverpool,24,1995,2.8,1.07,1.08,0.71,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
317,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,26,1993,32.2,0.40,0.40,0.37,0.03,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
318,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,19,1999,2.2,2.27,2.31,1.82,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
319,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FW,Arsenal,30,1989,1.2,5.00,4.82,4.17,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
320,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,33,1986,3.0,1.33,1.33,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
321,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,28,1991,21.1,1.80,1.80,1.52,0.00,0.05,0.05,0.14,0.05,0.14,0.14,0.09,0.00,0.00,0.00,0.05,0.00,0.00,Matches
322,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,29,1990,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
323,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Brighton,28,1990,23.2,3.02,3.02,2.20,0.52,0.13,0.09,0.09,0.00,0.30,0.30,0.17,0.04,0.09,0.00,0.00,0.00,0.00,Matches
324,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,22,1996,19.8,1.36,1.36,1.11,0.00,0.00,0.15,0.05,0.05,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,Matches
325,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,35,1984,4.8,1.25,1.24,0.83,0.00,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
326,Ravel Morrison\Ravel-Morrison,jm JAM,MF,Sheffield Utd,26,1993,0.1,10.0,6.92,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
327,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,20,1999,31.9,3.67,3.67,2.16,0.91,0.09,0.16,0.28,0.06,0.53,0.53,0.28,0.13,0.03,0.00,0.06,0.03,0.00,Matches
328,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,26,1992,24.9,3.53,3.53,2.37,0.00,0.48,0.12,0.40,0.16,0.36,0.36,0.20,0.00,0.12,0.00,0.00,0.04,0.00,Matches
329,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,23,1996,13.8,1.88,1.89,1.09,0.00,0.58,0.07,0.14,0.00,0.36,0.36,0.36,0.00,0.00,0.00,0.00,0.00,0.00,Matches
330,Jo?o Moutinho\Joao-Moutinho,pt POR,MF,Wolves,32,1986,34.5,3.28,3.27,1.74,1.51,0.03,0.00,0.00,0.00,0.32,0.32,0.17,0.14,0.00,0.00,0.00,0.00,0.00,Matches
331,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,35,1983,8.9,1.35,1.36,0.79,0.00,0.11,0.34,0.11,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,Matches
332,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,27,1992,13.4,0.22,0.22,0.15,0.00,0.00,0.07,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.00,0.00,Matches
333,Yoshinori Mut?\Yoshinori-Muto,jp JPN,FWMF,Newcastle Utd,27,1992,2.4,1.67,1.70,1.25,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
334,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,24,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
335,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,25,1994,20.4,0.88,0.88,0.88,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
336,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,22,1996,29.7,1.31,1.31,1.11,0.00,0.03,0.03,0.03,0.10,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches
337,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,22,1996,11.2,2.50,2.50,2.23,0.09,0.00,0.18,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,Matches
338,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,19,1999,7.0,3.00,3.00,1.71,0.57,0.29,0.29,0.14,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,Matches
339,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,19,2000,10.4,3.37,3.35,1.92,0.29,0.58,0.00,0.38,0.19,0.77,0.77,0.38,0.10,0.10,0.00,0.10,0.10,0.00,Matches
340,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,22,1997,34.0,1.88,1.88,1.47,0.03,0.09,0.12,0.03,0.15,0.15,0.15,0.06,0.00,0.00,0.03,0.00,0.06,0.00,Matches
341,Jeremy Ngakia\Jeremy-Ngakia,eng ENG,DF,West Ham,18,2000,4.9,0.41,0.41,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
342,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,29,1990,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
343,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,20,1999,7.0,1.71,1.71,1.00,0.00,0.29,0.00,0.29,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.14,0.00,Matches
344,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,32,1987,29.7,2.46,2.46,1.75,0.40,0.07,0.00,0.24,0.00,0.27,0.27,0.13,0.03,0.00,0.00,0.10,0.00,0.00,Matches
345,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,28,1991,34.3,2.33,2.33,1.25,0.87,0.00,0.09,0.03,0.03,0.17,0.17,0.06,0.06,0.00,0.00,0.00,0.00,0.06,Matches
346,?rjan Nyland\Orjan-Nyland,no NOR,GK,Aston Villa,28,1990,6.0,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
347,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,25,1994,32.4,0.71,0.71,0.65,0.00,0.00,0.06,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches
348,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,19,2000,7.4,2.57,2.57,1.76,0.00,0.41,0.27,0.00,0.14,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.00,Matches
349,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,31,1988,31.0,0.32,0.32,0.29,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
350,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,24,1995,8.0,2.88,2.89,1.38,0.00,0.75,0.25,0.38,0.00,0.50,0.50,0.00,0.00,0.13,0.13,0.13,0.00,0.13,Matches
351,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,24,1994,6.6,1.97,1.97,1.67,0.00,0.00,0.15,0.15,0.00,0.61,0.61,0.45,0.00,0.00,0.15,0.00,0.00,0.00,Matches
352,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,31,1988,19.1,0.42,0.42,0.31,0.00,0.00,0.10,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.00,0.00,0.00,Matches
353,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,1993,16.5,2.55,2.55,1.88,0.00,0.18,0.18,0.24,0.06,0.24,0.24,0.06,0.00,0.12,0.00,0.06,0.00,0.00,Matches
354,Mesut Özil\Mesut-Ozil,de GER,MF,Arsenal,30,1988,16.0,3.94,3.94,2.63,1.06,0.13,0.00,0.13,0.00,0.44,0.44,0.38,0.06,0.00,0.00,0.00,0.00,0.00,Matches
355,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,24,1994,11.4,2.46,2.46,1.75,0.61,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
356,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,31,1988,18.8,0.21,0.21,0.16,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
357,Troy Parrott\Troy-Parrott,ie IRL,MF,Tottenham,17,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
358,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,31,1988,38.0,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
359,Pedro\Pedro,es ESP,FW,Chelsea,32,1987,7.3,4.66,4.63,3.15,0.14,0.55,0.55,0.27,0.00,0.55,0.54,0.27,0.00,0.14,0.14,0.00,0.00,0.00,Matches
360,Jo?o Pedro\Joao-Pedro,br BRA,FWMF,Watford,17,2001,0.3,6.67,7.20,3.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
361,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,24,1995,22.3,2.96,2.96,1.70,0.58,0.40,0.13,0.13,0.00,0.40,0.40,0.36,0.04,0.00,0.00,0.00,0.00,0.00,Matches
362,Andreas Pereira\Andreas-Pereira,br BRA,MFFW,Manchester Utd,23,1996,16.5,3.45,3.46,2.67,0.36,0.18,0.12,0.12,0.00,0.42,0.42,0.36,0.06,0.00,0.00,0.00,0.00,0.00,Matches
363,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,25,1993,28.0,2.14,2.14,1.79,0.07,0.18,0.00,0.11,0.00,0.32,0.32,0.29,0.00,0.00,0.00,0.04,0.00,0.00,Matches
364,Roberto Pereyra\Roberto-Pereyra,ar ARG,FWMF,Watford,28,1991,18.3,2.30,2.29,1.42,0.33,0.22,0.05,0.22,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
365,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,26,1993,22.3,3.23,3.23,2.38,0.04,0.31,0.09,0.27,0.13,0.58,0.58,0.36,0.04,0.04,0.00,0.04,0.09,0.00,Matches
366,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,25,1994,38.0,0.16,0.16,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
367,Brandon Pierrick\Brandon-Pierrick,eng ENG,DFFW,Crystal Palace,17,2001,0.2,10.0,12.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
368,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,30,1988,20.9,1.15,1.15,1.05,0.00,0.00,0.05,0.00,0.05,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,Matches
369,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,23,1995,3.2,3.44,3.43,2.19,0.00,0.31,0.31,0.63,0.00,0.63,0.62,0.00,0.00,0.31,0.00,0.31,0.00,0.00,Matches
370,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,26,1993,13.4,4.33,4.34,3.66,0.00,0.30,0.00,0.30,0.07,0.52,0.52,0.37,0.00,0.07,0.00,0.07,0.00,0.00,Matches
371,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,27,1992,38.0,0.21,0.21,0.13,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
